renda;compras;idade;scrcrdt;sexo
5758.631575554644;4559.696422667044;62.0;648.0;1.0
6321.839297039596;4164.940962835288;62.0;648.0;1.0
6020.856445452016;4203.160047609993;62.0;648.0;1.0
5525.200490950119;3986.099226082644;62.0;648.0;1.0
5581.062325257736;4099.711212264674;62.0;648.0;1.0
5523.576197057852;3937.049649443219;62.0;648.0;1.0
5819.378862198069;;62.0;648.0;1.0
6012.620604840789;4101.4583625985315;62.0;648.0;1.0
;4206.929193141238;62.0;648.0;1.0
6223.211952998508;4390.976020397887;62.0;648.0;1.0
5412.461542315234;4188.612842729368;;648.0;1.0
5992.578569538897;3974.090339957068;62.0;;1.0
;3735.4444439275117;62.0;648.0;1.0
5820.656420447883;4237.466134472995;62.0;648.0;1.0
5563.322538063019;4462.814568593632;62.0;648.0;1.0
5753.9748852720095;3830.252420374096;62.0;648.0;1.0
5370.389660997968;3708.8007688834796;62.0;648.0;1.0
;4111.2139142055485;62.0;648.0;1.0
5948.660892167765;4057.4864319722656;62.0;648.0;1.0
5520.35582250941;4352.749374927055;;648.0;1.0
5981.26478576147;4148.444757691992;62.0;648.0;1.0
;4446.28217505502;62.0;648.0;
5352.344278973096;4176.933596512254;62.0;;1.0
5539.350106424969;4534.299936481943;62.0;648.0;1.0
5191.812802658625;;62.0;648.0;1.0
5810.003923907929;4309.302699154412;62.0;648.0;1.0
5613.7341207648005;4346.8681729078735;62.0;648.0;1.0
5836.234957355278;;62.0;;1.0
6029.555825528393;3910.422363806547;62.0;648.0;1.0
;4344.650893959238;;;1.0
5955.934387490044;4281.946454678634;62.0;648.0;1.0
5383.18422255342;4635.065029244307;62.0;648.0;1.0
;4410.825655370619;62.0;648.0;1.0
6166.317186422998;4129.679147735704;62.0;648.0;1.0
5888.535287613709;4392.879285655282;62.0;648.0;1.0
5497.657146730876;4684.946635214976;62.0;648.0;1.0
;3600.974002327935;62.0;648.0;1.0
6039.077772936172;4048.652316425037;62.0;648.0;1.0
5462.52515274927;4023.798181591693;;648.0;1.0
5819.06769046847;4338.6592809522745;62.0;648.0;1.0
6087.245559702168;4147.933586212593;62.0;648.0;1.0
5925.939550553358;3884.2648776825945;62.0;648.0;1.0
5495.050145496564;4125.834169056449;62.0;;1.0
6162.451371449657;4058.1422580325225;62.0;648.0;1.0
5929.685950614033;4636.610402885158;62.0;648.0;1.0
5527.618022534823;4369.436117130276;62.0;648.0;1.0
;3852.939621824222;62.0;648.0;1.0
5667.214168306552;4595.066180051461;62.0;648.0;1.0
5598.283367184673;3771.9941456198817;62.0;648.0;1.0
6036.178501566547;4035.6425570484457;62.0;;1.0
5904.201063505189;;62.0;648.0;1.0
5728.625015964135;3697.943926471201;62.0;648.0;1.0
6108.562877354525;4651.571971639225;62.0;648.0;1.0
5844.123107014611;;62.0;648.0;1.0
5785.18196268018;4282.696286467036;62.0;648.0;1.0
5643.488833758006;4754.373653299053;62.0;648.0;1.0
5052.23678921394;3989.2600482973926;62.0;;1.0
5414.500330913781;;62.0;648.0;1.0
5329.871764254605;4317.070056999454;62.0;648.0;1.0
5718.565661104253;4239.417790550515;;;1.0
5379.941292073794;3835.706213758496;62.0;648.0;1.0
5413.551744235182;4094.642372383291;62.0;648.0;1.0
5744.339289080694;4229.5093408175;62.0;;1.0
5871.2861296372375;4184.961260938279;62.0;648.0;1.0
5920.0658067756385;4269.540375209662;62.0;648.0;1.0
5800.1165199759735;3441.4344044181134;62.0;;1.0
;3781.343431482453;62.0;648.0;1.0
5720.331829606842;4111.904968915448;62.0;;1.0
5888.191284329327;4171.6806926657;62.0;;1.0
;4327.928904503093;62.0;648.0;1.0
5464.740779448631;;62.0;648.0;1.0
5574.292794028328;4228.127521110055;62.0;648.0;1.0
5659.228356545662;4027.8194846226693;62.0;648.0;
5135.171969529469;;62.0;648.0;1.0
5169.561065136718;3940.115513420042;62.0;648.0;1.0
5438.435159641716;3797.0459555856833;62.0;648.0;
6124.630116699162;;62.0;648.0;1.0
5849.53081593913;4135.085979759401;62.0;648.0;
5751.714448179234;4158.4804016225;62.0;648.0;1.0
5612.376067546969;4074.287722763228;62.0;648.0;1.0
5732.7020341960015;4199.5356829338125;62.0;;1.0
5663.659067183124;4176.8030001308025;62.0;648.0;1.0
6048.65584755416;3978.114092094094;62.0;648.0;1.0
;4517.854418947793;62.0;648.0;1.0
5363.011452875189;3994.990854447102;62.0;648.0;1.0
;3813.8369927170847;62.0;648.0;1.0
5668.416532243644;4060.013943334955;62.0;648.0;1.0
5367.35996112702;4451.71285772427;62.0;648.0;1.0
5787.2822125105995;4246.40363906901;62.0;648.0;1.0
5469.992667191344;4266.926133357841;62.0;648.0;1.0
5814.630420817877;4457.304702383872;62.0;648.0;1.0
5501.414040002434;3693.008160666129;62.0;648.0;1.0
5645.151001803398;;62.0;648.0;1.0
;4010.1604023103605;62.0;648.0;1.0
5652.037001137665;;62.0;648.0;1.0
5760.799746866376;3647.1086895216304;62.0;648.0;1.0
5434.40343059987;4321.642599590586;62.0;648.0;1.0
5822.1202437071515;4310.166193182396;62.0;648.0;1.0
5376.533799529482;4071.9536648814014;62.0;648.0;1.0
5625.914442567237;3796.5131668969025;62.0;648.0;1.0
6135.295690492129;4181.152542350072;62.0;648.0;1.0
5891.576810821661;4185.28819184093;62.0;648.0;
5882.69997995381;4509.533404349797;62.0;648.0;1.0
5975.607741335705;3949.8702443698444;62.0;648.0;1.0
5430.722899371134;4325.890155809211;62.0;648.0;1.0
;3920.4161804709893;62.0;648.0;
5427.042946001907;4717.3788575471535;;648.0;1.0
5326.5666010182995;4421.538842662117;62.0;648.0;1.0
5553.850106134669;4158.34475647351;62.0;648.0;1.0
5386.614716374711;4078.6513450236184;62.0;648.0;1.0
5540.459435109017;;62.0;;
5602.824001702403;4285.348678419535;62.0;;1.0
5814.318986842774;4107.85648312844;62.0;648.0;1.0
4973.7364558052805;4537.873746552366;62.0;648.0;1.0
5351.2499713696925;4337.445219451875;62.0;648.0;1.0
5630.238338696392;4087.150790583205;62.0;648.0;1.0
;4306.45055054093;62.0;648.0;
5945.207913204423;3958.8084375889252;62.0;648.0;1.0
6189.504258737908;4266.875535757042;62.0;648.0;1.0
5434.4019035547735;3874.977698700707;62.0;648.0;1.0
6025.614431701502;3772.60057358814;62.0;648.0;1.0
5058.452028596015;4169.873239528645;62.0;648.0;1.0
5983.673913618597;3478.2319945947374;62.0;648.0;
5829.703455804505;4176.792423427013;62.0;648.0;1.0
5799.908785229423;4383.396034513639;;648.0;1.0
5962.2650663413515;;62.0;648.0;1.0
5790.5486684972675;4698.261715944486;62.0;648.0;1.0
5001.205609327982;4289.634358043524;62.0;648.0;1.0
6482.58299128199;4642.813587866605;62.0;648.0;1.0
5327.844551079835;4490.03401168295;62.0;648.0;1.0
;;62.0;;1.0
5842.611893499361;4211.868095994158;;648.0;1.0
5488.530576379839;4084.439104598456;62.0;648.0;1.0
5353.95071530045;;62.0;648.0;1.0
5774.013258111549;4014.557388391286;62.0;648.0;1.0
;3878.7148525457555;62.0;648.0;1.0
5784.653304724028;4550.618669232023;62.0;648.0;1.0
5854.843530214293;;62.0;648.0;
;4162.81621949118;62.0;;1.0
;4551.906786980823;62.0;;1.0
5991.113396883745;4344.466736248237;62.0;648.0;
;4288.331990035982;62.0;648.0;
5815.412597266062;3973.843470627667;62.0;648.0;1.0
;3700.3180104304743;62.0;648.0;1.0
5607.314043174254;4055.3447307448414;;648.0;1.0
5756.789362653262;4101.576016448803;62.0;648.0;1.0
;4540.223602476928;62.0;648.0;1.0
5518.247156784177;3898.378484952654;62.0;648.0;1.0
5796.106928983007;3998.3574612206157;62.0;648.0;1.0
5528.2862305057415;4391.754864119166;62.0;648.0;1.0
5895.840000121805;4073.0192002780664;62.0;648.0;1.0
5950.449858225929;4211.02613878245;62.0;648.0;1.0
5396.010021592961;4125.812898519228;62.0;648.0;1.0
5835.086187176359;4089.9012074736947;62.0;648.0;1.0
5343.162774902476;4205.5603953007385;62.0;648.0;
5628.66629766677;3913.692791942054;62.0;;1.0
5109.30392017431;3927.7220947928517;62.0;648.0;1.0
5642.552160696083;4090.9956751617387;62.0;648.0;1.0
5509.578964565245;4564.200341173655;62.0;648.0;1.0
5957.552722214182;4279.003961575209;62.0;648.0;1.0
5873.580844571587;4645.638491846128;62.0;648.0;1.0
6222.34225705704;4393.168985213416;62.0;648.0;1.0
5301.444922729068;3864.21308067976;62.0;648.0;1.0
5629.651491170331;3809.07564997338;62.0;648.0;1.0
5872.2192726047115;4168.180373135351;62.0;648.0;1.0
5741.378232846018;;62.0;648.0;1.0
6005.9111575412535;4047.815193403374;62.0;648.0;1.0
5468.304553981607;4201.41414787001;62.0;;
5419.548137580148;3727.209521231268;;;1.0
5851.91103483868;4320.578032157529;62.0;648.0;
;4264.286361561626;62.0;648.0;1.0
6125.957622952033;4424.833656430342;62.0;648.0;
5574.069785422407;4359.039176221945;62.0;648.0;1.0
5738.099768842526;4081.8087288677675;62.0;648.0;1.0
;4123.462581393702;62.0;648.0;1.0
6138.415999090949;4701.24734155266;62.0;648.0;1.0
5704.699173507859;;62.0;648.0;1.0
6008.3055073879295;4203.645865494925;62.0;648.0;1.0
5809.571957494107;;62.0;648.0;1.0
5895.253046988089;4257.574947848221;62.0;648.0;1.0
6024.143239430425;;62.0;648.0;
5529.6884879182135;4255.285511306347;62.0;;1.0
5596.454903119671;4516.394474485031;62.0;648.0;1.0
6268.44194329034;4124.324170972412;62.0;648.0;1.0
5457.31159312668;4318.888747874303;62.0;648.0;1.0
;4585.775022453861;62.0;648.0;
6098.224805863641;3650.576102761431;62.0;648.0;1.0
;4206.348753032209;62.0;648.0;1.0
5324.416744326568;4219.903255263259;62.0;648.0;1.0
5852.973956977226;3762.383446948724;62.0;648.0;
5640.848828403328;3972.5354781235637;62.0;648.0;1.0
;;62.0;;1.0
5854.863688135496;4306.7466004593;62.0;648.0;1.0
5462.180838111963;4189.6879231892;62.0;648.0;1.0
5965.36599806495;4419.5769930236565;62.0;648.0;1.0
5790.615668861014;3776.946062439988;;648.0;1.0
5389.958632843991;4060.163971493372;62.0;648.0;1.0
5289.999730536289;4026.6728510164467;;648.0;1.0
5616.371099650962;4376.649648425316;62.0;648.0;1.0
5259.485840716737;4453.913359387419;62.0;648.0;1.0
6038.385361078054;4155.418952427557;62.0;648.0;1.0
5976.801219931596;4067.1348458158805;62.0;648.0;1.0
5693.010431269857;4154.782780238888;62.0;648.0;1.0
6051.828345538385;4215.434110608467;62.0;648.0;1.0
5902.879102892978;;62.0;648.0;1.0
5404.245791921307;4293.420919852972;;;1.0
5324.697786704512;4351.555103422458;62.0;648.0;1.0
5823.3791213924815;3963.3204574514375;62.0;648.0;
6223.223019654086;4464.396244766147;62.0;648.0;
5721.286921013754;4135.131224747248;62.0;648.0;
5797.803556595436;4594.891528431119;62.0;648.0;1.0
5588.559959125594;4135.609476271164;62.0;648.0;1.0
5577.07126357665;3839.633937933616;62.0;648.0;1.0
5794.352146865374;3564.5100672586345;62.0;648.0;1.0
5895.327228792869;4092.3514976268766;62.0;648.0;1.0
5817.134664876657;4417.500602112511;62.0;648.0;1.0
5689.981446754038;4085.788226678267;62.0;648.0;1.0
5306.415375187868;4358.233691764008;62.0;648.0;1.0
5912.890488220683;3922.5867204406322;62.0;648.0;
5572.513037166785;3834.894025249188;62.0;648.0;1.0
;4118.6516673118385;62.0;648.0;1.0
5840.960184215484;4400.551365889014;62.0;648.0;1.0
5676.05066754065;4077.7602904364035;62.0;648.0;1.0
;4144.021506878213;62.0;648.0;
5633.933204813312;4360.790357523962;;648.0;1.0
5979.840130779926;;62.0;;1.0
5296.825700946853;4197.099517304599;62.0;648.0;
;3671.6965456848284;62.0;648.0;1.0
5475.4459114340225;4105.9211676654995;;648.0;
6101.123717616612;4313.973563395822;62.0;648.0;1.0
;3868.1516678634143;62.0;648.0;1.0
5679.130933945598;4105.250363005117;;648.0;1.0
6087.468319230478;3969.1862350458923;;648.0;1.0
5537.391202770881;4274.681320702143;62.0;648.0;1.0
5843.439960503996;4350.304304985163;62.0;648.0;1.0
5971.042100748579;4435.2265794766445;62.0;648.0;1.0
5843.907601956751;4338.0457243246765;62.0;648.0;1.0
5806.25809945607;4291.65881482112;62.0;648.0;1.0
;;;648.0;1.0
5705.840467295586;4801.294709783612;62.0;;1.0
5605.29609803745;4170.542702816378;62.0;648.0;1.0
5380.749766514149;4646.848053319007;62.0;648.0;1.0
5642.7940443962425;4124.8095658440325;62.0;648.0;1.0
5466.62217998836;4065.0456957167225;62.0;;1.0
6085.363482162101;4005.0483636070944;;;1.0
6146.596810463031;4018.9796617583265;62.0;648.0;1.0
5736.809305037363;4259.989150083536;62.0;648.0;
;4235.386984724186;62.0;648.0;1.0
5840.723071112159;3978.718546504106;62.0;648.0;
;4380.14207478229;62.0;648.0;
5804.322582403214;4258.991852583056;62.0;648.0;1.0
6122.234366080627;4509.245415447704;62.0;648.0;1.0
6033.133848777832;3922.660149403307;62.0;648.0;1.0
5260.748926202776;3786.812505430382;62.0;648.0;1.0
5851.139530909507;4501.632399838856;62.0;648.0;1.0
5699.376477439315;;62.0;648.0;1.0
5948.327425375075;3724.6616239871146;62.0;;1.0
5781.797874495676;4372.323475996872;62.0;648.0;1.0
5944.637929040206;4503.421088605809;62.0;648.0;1.0
5754.155103881429;4173.2547130178855;;648.0;1.0
5690.791575871926;4728.851535386182;62.0;648.0;1.0
5352.662034766109;;62.0;648.0;1.0
6326.378414232331;4585.6643001773255;62.0;648.0;1.0
5680.161552453126;4064.5542175438372;62.0;648.0;1.0
5977.927340193846;4149.395483726294;62.0;;1.0
5904.82779430567;;62.0;648.0;1.0
5493.980883520635;;62.0;648.0;1.0
5714.2768641877055;4534.51880809799;62.0;648.0;1.0
5638.272322776535;4293.562576185287;62.0;648.0;1.0
5476.451258818821;;62.0;648.0;
6171.014663001421;4470.219893013858;62.0;648.0;1.0
5545.9078245535275;4316.137150558037;62.0;648.0;1.0
5746.9264871438345;4747.634011714848;62.0;648.0;1.0
5867.133037792684;3889.4341136286725;62.0;;1.0
5617.42957316094;4094.8886836250654;62.0;648.0;1.0
;4535.585359569439;62.0;648.0;1.0
5584.801561618997;4033.584641892331;62.0;;1.0
6115.7184027840185;;62.0;648.0;1.0
5922.9692726275925;;;648.0;1.0
5874.033299587673;4057.3904340982285;62.0;648.0;1.0
5789.887475824638;3549.7559511508516;62.0;648.0;1.0
6032.946973696176;4585.663382220296;62.0;;1.0
5036.381614328107;4254.148861510733;62.0;648.0;1.0
5522.787789472625;4081.2638489124074;62.0;648.0;1.0
5577.518769562911;;62.0;648.0;1.0
5881.553712803421;;62.0;648.0;1.0
5267.568791682583;3973.6580975813604;62.0;648.0;1.0
5470.536951238058;4181.217610826773;62.0;648.0;1.0
5368.566513746657;3879.139009322374;;648.0;1.0
;4609.338291235244;62.0;648.0;
;4098.850433793364;62.0;648.0;1.0
5659.138384732337;3903.6027233562622;62.0;648.0;1.0
6058.681343222148;4496.370546376542;62.0;648.0;1.0
5742.676044229751;;;648.0;1.0
;3900.0392744762753;62.0;648.0;1.0
5661.873945376577;3948.9124873904475;62.0;648.0;1.0
5915.03129937914;4028.61155980349;62.0;648.0;
5046.229083387187;;62.0;648.0;1.0
5207.453794699;4003.0329935542004;62.0;648.0;1.0
5303.191645774063;;;648.0;1.0
5517.190257655919;4572.825875539571;62.0;648.0;1.0
5968.456704270311;4159.889788074664;62.0;648.0;1.0
5912.648179347252;3964.6789643468765;62.0;648.0;1.0
6032.109773905541;4040.8665287957847;62.0;648.0;1.0
5905.584174215727;4362.249171289003;62.0;648.0;1.0
5825.074236292394;4306.466677437701;62.0;648.0;1.0
5980.834463972686;4251.708981463519;62.0;;1.0
5817.093415670966;4154.365116870205;62.0;648.0;1.0
5787.955358824309;4130.569218030615;62.0;648.0;1.0
5695.840055678001;4465.721787066341;;648.0;1.0
5948.59873313769;4338.5560243279215;62.0;648.0;1.0
;4185.246679648043;62.0;648.0;1.0
5260.939579057631;4558.606447910228;62.0;648.0;1.0
6014.088177557505;4580.0359277348425;62.0;648.0;1.0
5968.095702674977;4469.830611895284;62.0;648.0;1.0
5479.0334368029735;;62.0;648.0;1.0
5823.565983203738;4034.3852051617814;62.0;648.0;1.0
5758.074905040727;4384.34718918312;62.0;648.0;1.0
5844.509792229172;4327.713619133862;62.0;648.0;1.0
5667.806943044203;4569.11110143421;62.0;648.0;1.0
5302.415840933429;3856.132175458125;62.0;648.0;1.0
5791.2800848787165;4253.881944226135;62.0;648.0;1.0
5836.777452244808;4146.376051446275;;648.0;1.0
5942.168618651971;4575.597772554112;;648.0;
6041.394629484246;;62.0;648.0;
5974.6848266882635;3816.002291476055;62.0;648.0;1.0
5624.023568144207;4618.969334006004;62.0;;1.0
5781.755683852309;;62.0;648.0;1.0
;4359.807571521179;;;1.0
5424.780470317826;4108.107578823044;62.0;648.0;
5850.164289156485;4269.74590610524;;648.0;1.0
5736.043387538913;4366.984127802492;;648.0;1.0
6053.190095147381;4488.571622513247;62.0;648.0;1.0
5776.651844533324;4183.63100170384;62.0;648.0;1.0
5544.9719943950495;4082.52744532261;62.0;648.0;1.0
;4781.301103921864;62.0;648.0;1.0
5792.291739927015;3928.639261528255;62.0;648.0;1.0
5967.545418505229;4496.721204153482;62.0;;
6150.34329683641;4479.301939623286;62.0;648.0;1.0
6139.869511612082;4201.049250426698;62.0;648.0;1.0
;4173.343266263077;62.0;648.0;1.0
5682.015438495153;3937.050933955228;62.0;648.0;1.0
5496.803894289645;4107.834248436031;62.0;648.0;1.0
;;62.0;648.0;1.0
5283.449697449683;3677.1064758073635;62.0;648.0;1.0
5969.805938378434;3678.0085335514036;62.0;648.0;1.0
5841.834679998893;4680.727031267802;62.0;648.0;1.0
5403.194055872138;4042.5124624426253;62.0;;
;4467.808806516025;62.0;648.0;1.0
5988.834947639578;3993.6013204489304;62.0;648.0;1.0
6086.009356392855;4019.968167701339;62.0;648.0;1.0
5376.693546623121;4429.733530941919;62.0;648.0;1.0
5730.801716826692;3937.4154491442177;62.0;648.0;1.0
5552.902047693842;4211.59076020033;62.0;648.0;1.0
5833.474722164276;4204.476677871995;62.0;648.0;1.0
6107.268905011957;4312.009795877489;62.0;648.0;1.0
5586.949437629058;3919.9346625129124;62.0;648.0;1.0
5629.966213881727;3765.909810050365;;648.0;1.0
5663.838642688953;4510.886132059837;62.0;648.0;1.0
;4515.437864765859;62.0;;1.0
6042.010531375947;4139.433387506143;62.0;648.0;1.0
5849.7167813340875;4294.823962253351;;648.0;1.0
5601.290181897142;3956.494412222151;62.0;648.0;1.0
5665.64863714155;3921.6808077076184;62.0;648.0;1.0
5968.28137213879;4026.2958003813405;62.0;;
5710.729431197944;4123.914463685803;62.0;648.0;1.0
5996.78651544183;4576.432330429662;62.0;648.0;1.0
5483.307648679289;4249.350131798176;62.0;648.0;1.0
5642.487348942854;4393.604166784621;62.0;648.0;1.0
;4138.539589792939;62.0;648.0;
5825.638563073121;3874.462181601442;62.0;648.0;1.0
5634.431703361817;4246.810554565371;62.0;;
5616.938460349856;4041.8672002044386;62.0;648.0;1.0
5771.948263818199;4330.360143475194;62.0;648.0;1.0
5400.18250732102;4059.2402385718415;62.0;;1.0
5858.338255173835;4220.228288781171;62.0;648.0;1.0
5880.915404803239;4450.237471206869;62.0;648.0;
6257.667399661103;3629.83745424286;62.0;;1.0
6001.873829808379;4450.1772019235705;;648.0;1.0
5723.687964751574;4035.3887219167377;62.0;;1.0
5661.813844677081;4304.985716524264;62.0;648.0;1.0
5522.905637481411;4453.45475043992;;648.0;1.0
;3935.1639006077776;62.0;648.0;1.0
6192.8973030611005;4083.452106285253;62.0;648.0;1.0
6103.562859279089;3978.8499038510927;62.0;648.0;1.0
5806.542453032988;3974.7104225648222;62.0;648.0;1.0
5483.265727459544;4371.517795344308;62.0;648.0;1.0
5483.264668822761;4401.912000104922;62.0;648.0;1.0
5398.143512787163;4346.7335949843255;62.0;648.0;1.0
6139.351127457441;3986.504052348731;62.0;648.0;1.0
5915.614498443899;4157.241598200959;62.0;648.0;1.0
5671.9545697648055;4272.39124306201;62.0;648.0;1.0
6083.730925549435;;62.0;;1.0
6161.735153074593;3950.9054324903414;62.0;648.0;1.0
6027.237606886341;4275.04573276566;62.0;648.0;1.0
;4514.846216678827;62.0;648.0;1.0
6381.036283776235;3958.0565200817277;62.0;648.0;1.0
5614.629071438956;4321.136056226046;62.0;648.0;1.0
5785.794089026291;4432.895315973005;62.0;648.0;1.0
6022.433200667482;3968.947995450608;62.0;648.0;1.0
5879.073869754583;4537.947663788074;;648.0;1.0
5395.491067980686;3797.133667860656;62.0;648.0;1.0
5920.07227842501;4010.0856611021627;62.0;648.0;1.0
6039.40304216325;3746.6193025262583;62.0;648.0;1.0
5648.646515408941;4135.133449003813;62.0;648.0;1.0
5743.895994468094;4364.894149289331;62.0;648.0;1.0
5292.007106534849;3739.527010209959;62.0;648.0;1.0
5712.628592681488;4496.207597992707;62.0;648.0;1.0
5940.7017306380185;;62.0;648.0;
5868.712367920815;4000.286238168685;;648.0;1.0
;3853.989452842892;62.0;648.0;1.0
5880.986104781326;4098.0848837098965;62.0;648.0;1.0
6199.1280069976965;4374.019325851323;62.0;648.0;1.0
5959.600308463514;4445.985682317113;62.0;648.0;1.0
5245.936389241419;4596.175905942653;62.0;;1.0
5358.804893750026;3885.039795162868;;648.0;
5625.246880477578;4120.596520962843;62.0;648.0;
5761.22013297537;;62.0;648.0;
6007.854521137008;3765.430445004888;62.0;648.0;
5508.234942634808;;;648.0;1.0
5746.929914529473;4067.5787754556277;62.0;648.0;1.0
6015.612281577659;4611.243165929429;62.0;648.0;1.0
5543.944234343763;4356.437190606841;;648.0;1.0
;4213.781061735286;62.0;648.0;1.0
5628.877294688375;;62.0;648.0;1.0
5470.653497816979;4267.770008786414;;648.0;1.0
5335.929164957898;4263.196562741947;62.0;648.0;1.0
5759.495837445812;3904.8709620555787;62.0;648.0;
5248.061858154781;;62.0;648.0;1.0
5732.794597788703;3966.010842220503;62.0;;1.0
5403.379180513916;3962.8283656392096;62.0;648.0;1.0
5752.690244421871;4078.70401518022;62.0;648.0;1.0
5386.378693878968;4376.908591499729;62.0;648.0;1.0
5841.500598150324;4121.730924530201;62.0;;1.0
5711.623540369498;4496.763084897325;62.0;648.0;1.0
6138.009295497329;3792.847091740414;;648.0;1.0
;3996.1945846214526;62.0;648.0;1.0
;3904.161375000391;62.0;648.0;1.0
5453.25639724463;4451.98156419215;62.0;648.0;1.0
5509.422677909428;4336.27038156404;62.0;;1.0
6303.299842144087;3984.926036905202;62.0;648.0;1.0
6105.661650683221;4002.646274062966;62.0;648.0;1.0
6178.872964810493;4035.007724374736;62.0;648.0;1.0
5350.242621970708;3994.3961769453417;62.0;648.0;
6052.015268327246;4686.174349012324;62.0;648.0;1.0
5169.130390438725;4118.799169643401;62.0;648.0;1.0
5911.668023742285;4510.097017527062;;648.0;1.0
5518.0769329666255;4449.393454497321;;648.0;1.0
5382.365441837783;;62.0;648.0;1.0
6306.662929406291;4274.1331503927695;62.0;648.0;1.0
5635.544181313178;4014.3062063038933;62.0;648.0;1.0
;3996.0479749232722;62.0;648.0;1.0
6064.359587090947;4664.779042350158;62.0;648.0;1.0
5042.477855912545;4439.379852271619;62.0;648.0;1.0
5693.6391668857505;4606.589252614889;62.0;648.0;
6243.285106512005;;62.0;648.0;1.0
5918.16306389135;4297.531593479455;;648.0;1.0
5923.088858864097;4453.897628513235;62.0;648.0;
5738.960894926671;3954.2060835426737;62.0;648.0;
5717.792703109484;4016.920490049658;62.0;648.0;1.0
;;;648.0;1.0
6074.62606219224;4580.799585000143;62.0;648.0;1.0
5602.986046102528;4197.62798550044;62.0;648.0;1.0
5600.049886767997;4357.522800819567;62.0;648.0;
;;62.0;648.0;1.0
5421.203753375905;;62.0;648.0;1.0
5125.296542713154;4314.084603592093;62.0;648.0;1.0
6128.202889176653;4532.560699563191;62.0;648.0;1.0
5741.136608626119;4059.6852987462644;;648.0;1.0
5681.6345910321;4298.861588148393;62.0;648.0;1.0
5761.696882830811;4211.984430713324;62.0;648.0;1.0
5937.029190314342;4160.580812088266;62.0;648.0;
5399.56684520194;4306.702186901478;62.0;648.0;1.0
5405.631525498236;4183.124545654786;62.0;;1.0
5527.7491993314725;4193.2083209120265;62.0;648.0;1.0
6180.14559586848;;62.0;648.0;1.0
5873.23061174049;;;648.0;1.0
5744.821364887896;4001.828248615605;62.0;648.0;1.0
5409.311429249567;4133.933455181941;62.0;648.0;1.0
5753.432780263856;4079.6346518283203;62.0;648.0;1.0
;4100.216762174398;62.0;648.0;1.0
5555.384551752438;3976.273954875481;62.0;;1.0
6020.5388404693995;4095.223350333214;62.0;648.0;1.0
5630.898956908599;4115.176112902732;62.0;648.0;1.0
5549.568780616337;;62.0;648.0;1.0
5544.10049758499;3961.394881000494;62.0;648.0;1.0
6048.747266617267;4195.904053323603;62.0;648.0;1.0
5658.498786549934;4520.799919138649;62.0;;1.0
5671.0622745294095;4141.374258276934;62.0;648.0;1.0
5191.641334648552;4669.704230918976;62.0;648.0;1.0
5597.925788040247;3926.158890232795;;648.0;
5760.791911784338;4492.89407504131;62.0;648.0;1.0
5714.69871808829;4323.582238107118;62.0;648.0;1.0
5520.197348452035;4203.743465654641;62.0;648.0;1.0
5721.5329283686515;4792.590209531123;62.0;;1.0
5554.349143965852;4417.720121418995;62.0;;1.0
6322.168890324983;3797.2625136682236;62.0;648.0;1.0
6018.719870854007;3733.615807486882;62.0;648.0;1.0
5753.143425133431;4289.286297254059;62.0;648.0;1.0
5701.496085076394;4022.3661556752604;62.0;648.0;1.0
6310.5121685336635;4203.20526220047;62.0;648.0;1.0
6705.835352680807;3933.038740390648;62.0;648.0;1.0
5562.90284505726;4436.306265394425;;648.0;1.0
5735.862786363962;4288.478348466055;62.0;648.0;1.0
5671.8038427370075;4343.576639503069;62.0;648.0;1.0
5679.445413647349;4327.017779543067;62.0;648.0;1.0
5951.858303416496;4043.0010335748425;;;1.0
5753.56143993123;4062.4100633784697;62.0;648.0;1.0
5481.230449863355;4273.824188012333;62.0;648.0;1.0
;4354.327057728362;62.0;648.0;1.0
4978.561986081413;4029.5118527019613;62.0;648.0;1.0
5803.863156351727;3795.4194678216622;62.0;648.0;1.0
5406.242143587092;;62.0;648.0;1.0
5933.102571353778;4258.327762776348;62.0;648.0;1.0
5410.699348567318;3943.9937792466494;;648.0;1.0
5499.046323555011;4392.612996906772;62.0;648.0;1.0
6224.003966452805;4154.66441924798;;648.0;1.0
5698.68170410399;4135.675997043511;62.0;648.0;1.0
;3965.3422624298914;62.0;648.0;
;4310.663112826224;62.0;648.0;1.0
5308.283768007444;4445.256311116837;62.0;648.0;1.0
5696.96646991275;4472.381728768479;62.0;648.0;
5266.1895801665805;4102.560922008651;62.0;648.0;1.0
5721.116128830516;4395.61163301184;;648.0;1.0
5654.176226220699;4470.752399894017;62.0;648.0;1.0
5739.911793395575;;62.0;648.0;1.0
5716.742125873004;4303.960410365866;;648.0;1.0
5614.157051586318;4033.171841496523;62.0;648.0;
5528.897025402238;3832.885629452881;62.0;648.0;1.0
;4175.40578893097;62.0;648.0;1.0
;4166.341915017387;62.0;648.0;1.0
;4053.030323492444;62.0;648.0;
;4002.6220923179894;62.0;648.0;
5959.200752119839;4750.9517067808065;62.0;648.0;1.0
5741.8283234099945;4411.956647867534;62.0;648.0;1.0
;4384.973300513013;62.0;648.0;1.0
6136.845815226404;4207.520360999155;;648.0;1.0
5520.0977103610585;3916.5495841624684;62.0;;1.0
6002.6651340109975;4251.213572778906;62.0;648.0;1.0
5898.6602741430825;4059.804470775918;62.0;648.0;1.0
6072.650831825563;4033.402799101603;;648.0;
